Date,Order_ID,Item_ID,Quantity_Sold
2021-04-27,8677,2008385110107,1
2021-04-27,8677,2008442310105,1
2021-04-27,8677,2008828210104,1
2021-04-27,8678,0200427211,1
2021-04-27,8678,2009498310101,8
2021-04-27,8678,0300011991,1
2021-04-27,8678,2009463810100,8
2021-04-27,8678,2009610710109,8
2021-04-27,8679,2007658810102,1
2021-04-27,8679,2007966110109,1
2021-04-27,8679,2006889810103,1
2021-04-27,8679,0400032081,1
2021-04-27,8679,2009462610107,1
2021-04-27,8679,2007979310107,1
2021-04-27,8679,2180919610410,1
2021-04-27,8679,2006935810101,1
2021-04-27,8679,2007966210106,1
2021-04-27,8679,70200032351,1
2021-04-27,8679,2006978710109,1
2021-04-27,8679,0200023641,1
2021-04-27,8679,2007186710103,1
2021-04-27,8679,2007499210109,1
2021-04-27,8679,0400025272,1
2021-04-27,8679,0300011552,1
2021-04-27,8679,2007306611105,1
2021-04-27,8679,2007962610108,1
2021-04-27,8680,2006986713109,1
2021-04-27,8680,2007050912107,1
2021-04-27,8680,0200406061,1
2021-04-27,8680,2006970810104,1
2021-04-27,8680,2007133414108,1
2021-04-27,8680,2007973910105,1
2021-04-27,8680,2007984210102,1
2021-04-27,8680,0200028841,1
2021-04-27,8680,2008120811108,1
2021-04-27,8680,2007974210105,1
2021-04-27,8680,2007107210101,1
2021-04-27,8680,2007773710103,1
2021-04-27,8681,2007257910104,1
2021-04-27,8681,2007238112107,1
2021-04-27,8681,2007257914102,1
2021-04-27,8681,2007238113104,1
2021-04-27,8682,0500008852,1
2021-04-27,8683,2007139414102,1
2021-04-27,8683,2007235812109,1
2021-04-27,8683,2007234111104,1
2021-04-27,8683,2007270116101,1
2021-04-27,8683,2007139313108,1
2021-04-27,8684,2008187012104,1
2021-04-27,8684,0500008524,1
2021-04-27,8685,0300021152,1
2021-04-27,8686,2008828910103,2
2021-04-27,8686,0400014791,1
2021-04-27,8686,2008862710103,2
2021-04-27,8686,2006990710101,1
2021-04-27,8686,0200037251,2
2021-04-27,8686,2006971910100,1
2021-04-27,8686,0400018821,1
2021-04-27,8686,0400030571,3
2021-04-27,8686,0200034921,1
2021-04-27,8686,2008862810100,2
2021-04-27,8686,2006861810107,1
2021-04-27,8686,2006861710100,1
2021-04-27,8687,0300011552,5
2021-04-27,8688,2007288212109,1
2021-04-27,8688,2007134911101,1
2021-04-27,8688,2007127812101,1
2021-04-27,8688,2007025710103,1
2021-04-27,8688,2007127610103,1
2021-04-27,8688,2007127811104,1
2021-04-27,8688,2007247110101,1
2021-04-27,8688,2007248510108,1
2021-04-27,8688,2007140615109,1
2021-04-27,8688,2007248512102,1
2021-04-27,8688,2007246312100,1
2021-04-27,8688,2007246710104,1
2021-04-27,8688,2007246711101,1
2021-04-27,8688,2007127410109,1
2021-04-27,8688,2007246510100,1
2021-04-27,8688,0300014041,1
2021-04-27,8689,2008044110103,1
2021-04-27,8689,2008044112107,1
2021-04-27,8689,2006948811102,1
2021-04-27,8690,2007053010107,1
2021-04-27,8690,0300011552,1
2021-04-27,8691,2006995710106,1
2021-04-27,8691,2006945810108,1
2021-04-27,8691,0300016732,1
2021-04-27,8691,2007949712108,1
2021-04-27,8691,0200034191,1
2021-04-27,8691,0200024461,1
2021-04-27,8691,2007499211106,1
2021-04-27,8691,2008188011106,1
2021-04-27,8691,0100037442,1
2021-04-27,8691,2006883210107,1
2021-04-27,8691,2006970910101,1
2021-04-27,8691,2007246610107,2
2021-04-27,8691,2008045811108,1
2021-04-27,8691,1200035301,1
2021-04-27,8692,2007157312107,1
2021-04-27,8692,2007127811104,1
2021-04-27,8692,2007157310103,1
2021-04-27,8692,2007295710100,1
2021-04-27,8692,2007295610103,1
2021-04-27,8692,2007234015105,1
2021-04-27,8692,2007041510107,1
2021-04-27,8692,2007234014108,1
2021-04-27,8692,2007974210105,1
2021-04-27,8693,2006850512104,1
2021-04-27,8693,0300015441,1
2021-04-27,8693,2006965310107,1
2021-04-27,8693,0300011552,1
2021-04-27,8693,2008810410109,1
2021-04-27,8694,0300016871,1
2021-04-27,8694,2007649510103,1
2021-04-27,8694,2007773710103,1
2021-04-27,8695,0100044211,1
2021-04-27,8695,2007951010100,1
2021-04-27,8695,2008837410106,1
2021-04-27,8695,0200436591,1
2021-04-27,8696,2007293613106,1
2021-04-27,8696,0400033491,1
2021-04-27,8696,0400032081,1
2021-04-27,8696,2007283311104,1
2021-04-27,8696,2007283312101,1
2021-04-27,8696,2008083110102,2
2021-04-27,8696,2007021310109,1
2021-04-27,8696,2008083111109,1
2021-04-27,8696,2007304412124,1
2021-04-27,8696,0200043211,1
2021-04-27,8696,2006875110101,1
2021-04-28,8697,2007021310109,2
2021-04-28,8697,2007527010107,1
2021-04-28,8697,0800028011,1
2021-04-28,8697,70200034111,1
2021-04-28,8698,2007235810105,1
2021-04-28,8698,2007247811107,1
2021-04-28,8698,2007235710108,1
2021-04-28,8698,2007144111102,1
2021-04-28,8698,2007132513109,1
2021-04-28,8698,2007144113106,1
2021-04-28,8698,2007236610100,1
2021-04-28,8698,2007132510108,1
2021-04-28,8698,2007292810100,1
2021-04-28,8698,2007236613101,1
2021-04-28,8698,2007096010102,1
2021-04-28,8698,2007236612104,1
2021-04-28,8698,0300011552,1
2021-04-28,8698,2007293310104,1
2021-04-28,8699,2008117212109,1
2021-04-28,8699,2006986710108,1
44313,Y24103771,0100019791,1
44313,Y24109251,0800020051,1
