Date,Order_ID,Item_ID,Quantity_Sold
2021-04-28,8700,2007146110103,2
2021-04-28,8700,2007146010106,1
2021-04-28,8700,2007145910100,1
2021-04-28,8701,2007241718105,1
2021-04-28,8701,2007289010100,1
2021-04-28,8701,2007123211106,2
2021-04-28,8701,2007169011104,1
2021-04-28,8703,2007246011102,1
2021-04-28,8703,2007246010105,1
2021-04-28,8704,2007258111104,1
2021-04-28,8704,2007235512108,1
2021-04-28,8704,2007238711102,1
2021-04-28,8704,2007154411100,1
2021-04-28,8704,2007258010100,1
2021-04-28,8704,2007163810109,1
2021-04-28,8704,2007135614100,1
2021-04-28,8704,2007123112106,1
2021-04-28,8704,2007157610104,1
2021-04-28,8704,2007297110106,1
2021-04-28,8704,2007331510107,1
2021-04-28,8705,0300011551,1
2021-04-28,8705,0300011552,1
2021-04-28,8706,2006882711100,1
2021-04-28,8707,2008139512102,1
2021-04-28,8708,2006905511106,1
2021-04-28,8709,2007239410103,1
2021-04-28,8709,2007248115105,1
2021-04-28,8709,2007167110106,1
2021-04-28,8709,2007234312105,1
2021-04-28,8709,2007247110101,1
2021-04-28,8709,2007235410107,1
2021-04-28,8709,2007234511102,1
2021-04-28,8709,2007234814104,1
2021-04-28,8709,2007237010107,1
2021-04-28,8709,2007096010102,1
2021-04-28,8709,2007145411102,1
2021-04-28,8709,2007095910106,1
2021-04-29,8710,2006931310100,1
2021-04-29,8710,1100003222,1
2021-04-29,8711,2007126211103,1
2021-04-29,8711,2007109312100,1
2021-04-29,8711,0300032471,1
2021-04-29,8711,0400032521,1
2021-04-29,8711,2007082610101,1
2021-04-29,8711,0500018244,1
2021-04-29,8711,0200016321,1
2021-04-29,8711,2006978710109,2
2021-04-29,8711,2008130010102,1
2021-04-29,8711,2009610710109,1
2021-04-29,8712,2007282413106,1
2021-04-29,8712,2007247811107,2
2021-04-29,8712,2007248115105,1
2021-04-29,8712,2007157211103,1
2021-04-29,8712,2007295810107,1
2021-04-29,8712,2007135010100,1
2021-04-29,8712,70200034111,1
2021-04-29,8712,2007292410102,1
2021-04-29,8712,2007246610107,1
2021-04-29,8713,2007123915103,1
2021-04-29,8714,2006850511107,1
2021-04-29,8715,2007143611108,1
2021-04-29,8715,2007143711105,1
2021-04-29,8715,2007134911101,1
2021-04-29,8715,2007258015105,1
2021-04-29,8715,2007135210104,1
2021-04-29,8715,2007134810107,1
2021-04-29,8715,2007950010101,1
2021-04-29,8715,2007247613107,1
2021-04-29,8715,2007950110108,1
2021-04-29,8715,2007095910106,1
44314,Y24119724,2007773710103,1
44314,Y24121677,0500007232,1
