Date,Order_ID,Item_ID,Quantity_Sold
2021-04-29,8716,2007288110108,1
2021-04-29,8716,2007168911108,1
2021-04-29,8716,2007283511108,1
2021-04-29,8716,2007283311104,1
2021-04-29,8716,2007471410107,1
2021-04-29,8716,2007283310107,1
2021-04-29,8716,2007139613109,1
2021-04-29,8716,2007304412124,3
2021-04-29,8716,2007167211100,1
2021-04-29,8716,2007164510107,2
2021-04-29,8716,2007250810104,1
2021-04-29,8717,2007141810107,1
2021-04-29,8717,2007283511108,1
2021-04-29,8717,2007283512105,1
2021-04-29,8717,2007304610100,1
2021-04-29,8717,2007246410103,1
2021-04-29,8717,2007234511102,1
2021-04-29,8717,2007304611107,1
2021-04-29,8717,2007304613101,1
2021-04-29,8717,2007304612104,1
2021-04-29,8717,2007234513106,1
2021-04-29,8717,2007304615105,1
2021-04-29,8717,2007304614108,1
2021-04-29,8717,2007950010101,1
2021-04-29,8717,2007950110108,1
2021-04-29,8718,2006939810107,1
2021-04-29,8718,2006933310108,1
2021-04-29,8719,0400017043,1
2021-04-29,8719,0400016382,10
2021-04-29,8719,0400016381,5
2021-04-29,8720,2006994210102,2
2021-04-29,8720,2008083010105,1
2021-04-29,8720,2008831912101,1
2021-04-29,8721,2007951010100,1
2021-04-29,8721,2007948010106,1
2021-04-29,8721,2007650210108,1
2021-04-29,8721,2007950510106,1
2021-04-29,8721,2006965310107,1
2021-04-29,8721,2006927310107,1
2021-04-29,8722,2006952512101,1
2021-04-29,8722,0100044211,1
2021-04-29,8722,2007947210101,1
2021-04-29,8722,0300015361,1
2021-04-29,8722,2008129810102,1
2021-04-29,8723,0400032071,1
2021-04-29,8723,0300015932,1
2021-04-29,8723,2008117212109,1
2021-04-29,8723,2008180210101,1
2021-04-29,8723,2008084710103,1
2021-04-29,8723,2006995810103,1
2021-04-29,8723,2006995813104,1
2021-04-29,8723,2007109411100,1
2021-04-29,8723,70200033311,1
2021-04-29,8723,2007776310102,1
2021-04-29,8723,2007684310102,3
2021-04-29,8723,2007963910108,2
2021-04-29,8723,0200034921,1
2021-04-29,8723,2008045811108,1
2021-04-29,8726,2007236310109,2
2021-04-29,8726,2009610710109,5
2021-04-30,8727,2008180210101,1
2021-04-30,8727,0300032481,1
2021-04-30,8727,0500007234,1
2021-04-30,8727,2006965311104,1
2021-04-30,8728,2006841412109,1
2021-04-30,8728,2007812915100,1
2021-04-30,8728,2007812714109,1
2021-04-30,8728,2007812813109,1
2021-04-30,8729,2007126011116,1
2021-04-30,8729,2007282413106,1
2021-04-30,8729,2007234610102,1
2021-04-30,8729,2007234613103,1
2021-04-30,8729,2007234615107,1
2021-04-30,8729,2009462710104,1
2021-04-30,8729,2007304610100,1
2021-04-30,8729,2007237010107,1
2021-04-30,8729,2008810010101,1
2021-04-30,8729,2007962610108,1
44315,Y24141077,2007469710103,2
