Date,Order_ID,Item_ID,Quantity_Sold
2021-04-22,8573,2007979210100,1
2021-04-22,8573,2006953312106,1
2021-04-22,8573,2008051710105,1
2021-04-22,8573,2008070810107,1
2021-04-22,8573,0400033491,1
2021-04-22,8573,2007950910104,1
2021-04-22,8573,2008129810102,1
2021-04-22,8573,2007978410105,1
2021-04-22,8573,2006874910108,1
2021-04-22,8573,2006973710104,1
2021-04-22,8573,2007649910101,1
2021-04-22,8573,2007959510107,1
2021-04-22,8573,2008111212105,1
2021-04-22,8573,2007980310103,1
2021-04-22,8573,70200034111,1
2021-04-22,8574,2007154415108,1
2021-04-22,8574,2007304614108,1
2021-04-22,8574,2007304610100,1
2021-04-22,8574,2007304615105,1
2021-04-22,8574,2007127811104,1
2021-04-22,8574,2007304612104,1
2021-04-22,8574,2007304613101,1
2021-04-22,8574,2007236010108,1
2021-04-22,8574,2007234410108,1
2021-04-22,8574,2007285010104,1
2021-04-22,8574,2007247910107,1
2021-04-22,8574,2007163710102,1
2021-04-22,8575,0200012031,1
2021-04-22,8575,2006963610100,1
2021-04-22,8575,2006952710101,1
2021-04-22,8575,2007645710101,1
2021-04-22,8575,2006952810108,1
2021-04-22,8575,2007070811107,1
2021-04-22,8575,2006974610106,1
2021-04-22,8575,2006919310108,1
2021-04-22,8575,2008082610108,1
2021-04-22,8575,2007035510106,1
2021-04-22,8575,2008188011106,1
2021-04-22,8575,0600063701,1
2021-04-22,8575,0200037144,1
2021-04-22,8575,2006924712102,1
2021-04-22,8575,0300021231,1
2021-04-22,8576,2006905610106,1
2021-04-22,8576,2009462610107,1
2021-04-22,8576,2006905611103,1
2021-04-22,8576,2006905612100,1
2021-04-22,8577,2007070910107,1
2021-04-22,8578,2007971210108,1
2021-04-22,8578,2006911010105,1
2021-04-22,8578,2007966110109,2
2021-04-22,8578,2007730710108,1
2021-04-22,8578,0400007991,1
2021-04-22,8578,2007730810105,1
2021-04-22,8578,0100044211,1
2021-04-22,8578,2007003512101,1
2021-04-22,8578,2006843811108,1
2021-04-22,8578,2006965310107,1
2021-04-22,8578,2007308011101,1
2021-04-22,8578,0300011551,1
2021-04-22,8579,2006890212101,2
2021-04-22,8579,2006895610100,1
2021-04-22,8580,2006936110101,1
2021-04-22,8580,2007704410102,1
2021-04-22,8580,2006883210107,1
2021-04-22,8580,0200034921,1
2021-04-22,8580,2007963910108,1
2021-04-22,8580,2006889910100,4
2021-04-22,8580,2006947310101,1
2021-04-22,8580,2007092510101,1
2021-04-22,8581,2007956510100,1
2021-04-22,8581,0300011061,2
2021-04-22,8581,0300014891,1
2021-04-22,8581,0200024461,1
2021-04-22,8581,2008109110109,1
2021-04-22,8581,2008109010102,2
