Date,Order_ID,Item_ID,Quantity_Sold
2021-04-21,8559,2007163411108,2
2021-04-21,8559,2007163311101,3
2021-04-21,8559,0200027971,1
2021-04-21,8559,0300020711,1
2021-04-21,8559,2007644810109,1
2021-04-21,8559,2006890410101,1
2021-04-21,8560,0300014201,2
2021-04-21,8560,2006936310105,1
2021-04-21,8560,2008188610101,1
2021-04-21,8560,0200027971,1
2021-04-21,8560,2006936210108,1
2021-04-21,8560,2007247911104,1
2021-04-21,8560,0300015891,1
2021-04-21,8560,2007248511105,1
2021-04-21,8560,2006934811109,4
2021-04-21,8561,2008182311103,1
2021-04-21,8561,0400017811,1
2021-04-21,8561,2008117212109,1
2021-04-21,8561,2006882711100,1
2021-04-21,8561,2006905710103,1
2021-04-21,8561,2006973810101,1
2021-04-21,8561,0200010811,1
2021-04-21,8561,0200016321,1
2021-04-21,8561,2006890411108,1
2021-04-21,8561,0500019802,1
2021-04-21,8561,2006879111104,1
2021-04-21,8562,2006974613107,1
2021-04-21,8562,2006973211106,1
2021-04-21,8563,2007648410107,1
2021-04-21,8563,0300011061,1
2021-04-21,8563,0300014891,1
2021-04-21,8563,0200027971,1
2021-04-21,8563,2007049612100,1
2021-04-21,8563,2008109110109,2
2021-04-21,8563,2008108910106,1
2021-04-21,8564,2008051710105,1
2021-04-21,8564,2006876812103,1
2021-04-21,8564,2007020814103,1
2021-04-21,8564,2007143810105,1
2021-04-21,8564,2007499410103,2
2021-04-21,8564,2006874310106,1
2021-04-21,8564,2006993111103,1
2021-04-21,8564,2007295610103,1
2021-04-21,8564,2007154412107,1
2021-04-21,8564,2007071110100,1
2021-04-21,8564,2007143812109,1
2021-04-21,8564,2007235810105,1
2021-04-21,8564,2007295710100,1
2021-04-21,8565,2007947212105,1
2021-04-21,8565,2008052112106,1
2021-04-21,8565,2008051710105,1
2021-04-21,8565,2007947210101,1
2021-04-21,8565,2006919410105,1
2021-04-21,8566,2007289510105,1
2021-04-21,8566,2007164510107,1
2021-04-21,8566,2007134810107,1
2021-04-21,8566,2007234010100,1
2021-04-21,8566,2007270210106,1
2021-04-21,8566,2007320410104,1
2021-04-21,8566,2007234813107,1
2021-04-21,8566,2007237014105,1
2021-04-21,8566,2007140712105,1
2021-04-21,8566,2007247612100,1
2021-04-21,8566,2007144112109,1
2021-04-21,8566,2007247610106,1
2021-04-21,8566,2007247613107,1
2021-04-21,8566,2007108111100,1
2021-04-21,8566,2007127510106,1
2021-04-21,8566,2007247810100,1
2021-04-21,8566,2007247110101,1
2021-04-21,8566,2007268910100,1
2021-04-21,8566,2007238112107,1
2021-04-21,8566,2007292810100,1
2021-04-21,8566,2007288811104,1
2021-04-21,8566,2007122610108,1
2021-04-21,8566,2007134911101,1
2021-04-21,8567,0200432671,1
2021-04-21,8567,2008352010102,1
2021-04-21,8568,2000003212101,1
2021-04-21,8568,2007233814105,1
2021-04-21,8568,2007233812101,1
2021-04-21,8568,2009462610107,1
2021-04-21,8568,2006905611103,1
2021-04-21,8568,2008115210107,1
2021-04-21,8568,0600063701,1
2021-04-21,8568,1000066221,1
2021-04-21,8568,2006904010105,1
2021-04-21,8569,0300005301,1
2021-04-21,8569,2006938412104,1
2021-04-21,8569,2007844310102,1
2021-04-21,8569,2007050912107,1
2021-04-21,8569,2009463810100,1
2021-04-21,8569,2006947610102,1
2021-04-21,8569,0300020703,1
2021-04-21,8569,2008828910103,1
2021-04-21,8569,2007126811105,1
2021-04-21,8569,0400021071,1
2021-04-21,8569,2008070810107,1
2021-04-21,8569,2008082610108,1
2021-04-21,8570,2007954210101,1
2021-04-21,8571,2007812716103,1
2021-04-21,8571,2008052112106,1
2021-04-21,8571,2008162011108,1
2021-04-21,8571,0200042641,1
2021-04-21,8571,0200037531,1
2021-04-21,8571,2007812812102,1
2021-04-21,8571,70200035731,1
2021-04-21,8571,2007812915100,1
2021-04-21,8571,2006841412109,1
2021-04-22,8572,2007163411108,1
2021-04-22,8572,2007169011104,1
2021-04-22,8572,2007163412105,1
44307,Y23970623,2007777210104,1
44307,Y23971195,2008484510105,1
